file, mod
r30c90/30.90.297.cnf, 0.174458
r30c90/30.90.72.cnf, 0.12952
r30c90/30.90.146.cnf, 0.122195
r30c90/30.90.266.cnf, 0.125679
r30c90/30.90.294.cnf, 0.114376
r30c90/30.90.114.cnf, 0
r30c90/30.90.230.cnf, 0.13454
r30c90/30.90.196.cnf, 0.10738
r30c90/30.90.243.cnf, 0.146755
r30c90/30.90.276.cnf, 0
r30c90/30.90.185.cnf, 0.15915
r30c90/30.90.56.cnf, 0.129383
r30c90/30.90.237.cnf, 0
r30c90/30.90.37.cnf, 0
r30c90/30.90.104.cnf, 0
r30c90/30.90.63.cnf, 0.10203
r30c90/30.90.141.cnf, 0
r30c90/30.90.12.cnf, 0
r30c90/30.90.144.cnf, 0.163923
r30c90/30.90.158.cnf, 0.114376
r30c90/30.90.298.cnf, 0.132401
r30c90/30.90.60.cnf, 0.12952
r30c90/30.90.223.cnf, 0
r30c90/30.90.208.cnf, 0.157023
r30c90/30.90.97.cnf, 0.120878
r30c90/30.90.225.cnf, 0
r30c90/30.90.113.cnf, 0
r30c90/30.90.267.cnf, 0.114568
r30c90/30.90.143.cnf, 0
r30c90/30.90.278.cnf, 0
r30c90/30.90.285.cnf, 0
r30c90/30.90.180.cnf, 0
r30c90/30.90.262.cnf, 0.170754
r30c90/30.90.209.cnf, 0.121975
r30c90/30.90.254.cnf, 0.120741
r30c90/30.90.33.cnf, 0
r30c90/30.90.118.cnf, 0
r30c90/30.90.149.cnf, 0
r30c90/30.90.227.cnf, 0
r30c90/30.90.101.cnf, 0
r30c90/30.90.218.cnf, 0
r30c90/30.90.211.cnf, 0.104088
r30c90/30.90.0.cnf, 0.121783
r30c90/30.90.240.cnf, 0.0805487
r30c90/30.90.139.cnf, 0.129191
r30c90/30.90.200.cnf, 0.110178
r30c90/30.90.22.cnf, 0.106063
r30c90/30.90.102.cnf, 0.120466
r30c90/30.90.123.cnf, 0.106063
r30c90/30.90.48.cnf, 0.114787
r30c90/30.90.95.cnf, 0
r30c90/30.90.50.cnf, 0
r30c90/30.90.251.cnf, 0.165981
r30c90/30.90.289.cnf, 0.127133
r30c90/30.90.36.cnf, 0
r30c90/30.90.24.cnf, 0.16203
r30c90/30.90.222.cnf, 0.117586
r30c90/30.90.233.cnf, 0
r30c90/30.90.236.cnf, 0.112071
r30c90/30.90.115.cnf, 0
r30c90/30.90.215.cnf, 0.123457
r30c90/30.90.176.cnf, 0.142222
r30c90/30.90.105.cnf, 0
r30c90/30.90.250.cnf, 0.115199
r30c90/30.90.31.cnf, 0.0612071
r30c90/30.90.235.cnf, 0.118903
r30c90/30.90.29.cnf, 0
r30c90/30.90.10.cnf, 0
r30c90/30.90.147.cnf, 0.142222
r30c90/30.90.112.cnf, 0.116351
r30c90/30.90.189.cnf, 0
r30c90/30.90.18.cnf, 0.0850754
r30c90/30.90.284.cnf, 0.121536
r30c90/30.90.296.cnf, 0.12952
r30c90/30.90.76.cnf, 0
r30c90/30.90.42.cnf, 0.123457
r30c90/30.90.119.cnf, 0
r30c90/30.90.82.cnf, 0.136598
r30c90/30.90.136.cnf, 0.117586
r30c90/30.90.68.cnf, 0.122195
r30c90/30.90.226.cnf, 0.129108
r30c90/30.90.106.cnf, 0
r30c90/30.90.286.cnf, 0.124938
r30c90/30.90.206.cnf, 0.144335
r30c90/30.90.14.cnf, 0.128285
r30c90/30.90.234.cnf, 0.0876713
r30c90/30.90.165.cnf, 0.151742
r30c90/30.90.148.cnf, 0.079808
r30c90/30.90.202.cnf, 0.114129
r30c90/30.90.265.cnf, 0.153086
r30c90/30.90.188.cnf, 0
r30c90/30.90.54.cnf, 0.16642
r30c90/30.90.108.cnf, 0.119726
r30c90/30.90.261.cnf, 0.154623
r30c90/30.90.98.cnf, 0.112071
r30c90/30.90.70.cnf, 0.134815
r30c90/30.90.253.cnf, 0
r30c90/30.90.134.cnf, 0.12952
r30c90/30.90.89.cnf, 0.105185
r30c90/30.90.287.cnf, 0
r30c90/30.90.135.cnf, 0.135693
r30c90/30.90.194.cnf, 0.123457
r30c90/30.90.263.cnf, 0.174047
r30c90/30.90.179.cnf, 0
r30c90/30.90.231.cnf, 0.108642
r30c90/30.90.91.cnf, 0.166228
r30c90/30.90.150.cnf, 0.143457
r30c90/30.90.8.cnf, 0.0977778
r30c90/30.90.192.cnf, 0.16417
r30c90/30.90.44.cnf, 0.128642
r30c90/30.90.198.cnf, 0.138272
r30c90/30.90.295.cnf, 0.121975
r30c90/30.90.246.cnf, 0.112071
r30c90/30.90.256.cnf, 0
r30c90/30.90.275.cnf, 0.114294
r30c90/30.90.299.cnf, 0
r30c90/30.90.71.cnf, 0.113471
r30c90/30.90.90.cnf, 0.136598
r30c90/30.90.163.cnf, 0.108909
r30c90/30.90.220.cnf, 0
r30c90/30.90.157.cnf, 0.13701
r30c90/30.90.66.cnf, 0.146475
r30c90/30.90.221.cnf, 0.107407
r30c90/30.90.264.cnf, 0.136927
r30c90/30.90.172.cnf, 0.111495
r30c90/30.90.28.cnf, 0.1125
r30c90/30.90.122.cnf, 0.130864
r30c90/30.90.7.cnf, 0.140494
r30c90/30.90.249.cnf, 0.0824417
r30c90/30.90.107.cnf, 0.13679
r30c90/30.90.164.cnf, 0.089273
r30c90/30.90.232.cnf, 0.0903704
r30c90/30.90.127.cnf, 0.104664
r30c90/30.90.152.cnf, 0
r30c90/30.90.74.cnf, 0.128285
r30c90/30.90.167.cnf, 0.10642
r30c90/30.90.111.cnf, 0.104664
r30c90/30.90.138.cnf, 0
r30c90/30.90.187.cnf, 0.129191
r30c90/30.90.241.cnf, 0.132896
r30c90/30.90.99.cnf, 0.114129
r30c90/30.90.84.cnf, 0.134815
r30c90/30.90.52.cnf, 0.16642
r30c90/30.90.130.cnf, 0.159012
r30c90/30.90.238.cnf, 0.140878
r30c90/30.90.156.cnf, 0.0993141
r30c90/30.90.205.cnf, 0.121975
r30c90/30.90.109.cnf, 0.107298
r30c90/30.90.182.cnf, 0.151605
r30c90/30.90.212.cnf, 0.143457
r30c90/30.90.178.cnf, 0
r30c90/30.90.260.cnf, 0.132401
r30c90/30.90.248.cnf, 0.186144
r30c90/30.90.174.cnf, 0.114705
r30c90/30.90.38.cnf, 0.119479
r30c90/30.90.155.cnf, 0
r30c90/30.90.47.cnf, 0
r30c90/30.90.190.cnf, 0.118272
r30c90/30.90.245.cnf, 0
r30c90/30.90.40.cnf, 0.117586
r30c90/30.90.15.cnf, 0.158738
r30c90/30.90.100.cnf, 0.122112
r30c90/30.90.39.cnf, 0.136516
r30c90/30.90.269.cnf, 0.0916049
r30c90/30.90.229.cnf, 0.1
r30c90/30.90.2.cnf, 0.149108
r30c90/30.90.137.cnf, 0.181235
r30c90/30.90.274.cnf, 0.135281
r30c90/30.90.41.cnf, 0.154582
r30c90/30.90.5.cnf, 0
r30c90/30.90.195.cnf, 0.12963
r30c90/30.90.27.cnf, 0.0998903
r30c90/30.90.11.cnf, 0.0997531
r30c90/30.90.81.cnf, 0
r30c90/30.90.214.cnf, 0.121842
r30c90/30.90.77.cnf, 0.0997531
r30c90/30.90.204.cnf, 0.105374
r30c90/30.90.132.cnf, 0.144088
r30c90/30.90.131.cnf, 0.154582
r30c90/30.90.32.cnf, 0.137037
r30c90/30.90.210.cnf, 0.0998903
r30c90/30.90.19.cnf, 0.114376
r30c90/30.90.258.cnf, 0.10642
r30c90/30.90.65.cnf, 0
r30c90/30.90.173.cnf, 0.147215
r30c90/30.90.110.cnf, 0.1431
r30c90/30.90.23.cnf, 0.137917
r30c90/30.90.129.cnf, 0
r30c90/30.90.154.cnf, 0
r30c90/30.90.117.cnf, 0.10716
r30c90/30.90.45.cnf, 0.10642
r30c90/30.90.270.cnf, 0.142689
r30c90/30.90.259.cnf, 0.119479
r30c90/30.90.203.cnf, 0.16738
r30c90/30.90.69.cnf, 0.12952
r30c90/30.90.4.cnf, 0.157915
r30c90/30.90.59.cnf, 0.13454
r30c90/30.90.181.cnf, 0.114376
r30c90/30.90.121.cnf, 0.122112
r30c90/30.90.239.cnf, 0.129383
r30c90/30.90.21.cnf, 0.113827
r30c90/30.90.58.cnf, 0.151824
r30c90/30.90.228.cnf, 0.112593
r30c90/30.90.116.cnf, 0.122195
r30c90/30.90.87.cnf, 0
r30c90/30.90.75.cnf, 0.132783
r30c90/30.90.88.cnf, 0.157915
r30c90/30.90.161.cnf, 0.0773388
r30c90/30.90.151.cnf, 0.10642
r30c90/30.90.30.cnf, 0.145981
r30c90/30.90.213.cnf, 0.150508
r30c90/30.90.140.cnf, 0
r30c90/30.90.17.cnf, 0.134815
r30c90/30.90.169.cnf, 0
r30c90/30.90.61.cnf, 0
r30c90/30.90.257.cnf, 0.136351
r30c90/30.90.93.cnf, 0
r30c90/30.90.166.cnf, 0.134294
r30c90/30.90.162.cnf, 0.118903
r30c90/30.90.255.cnf, 0
r30c90/30.90.25.cnf, 0.101536
r30c90/30.90.268.cnf, 0.125321
r30c90/30.90.217.cnf, 0.141125
r30c90/30.90.57.cnf, 0
r30c90/30.90.79.cnf, 0.132812
r30c90/30.90.6.cnf, 0.10642
r30c90/30.90.170.cnf, 0.104088
r30c90/30.90.46.cnf, 0.0916049
r30c90/30.90.92.cnf, 0.0982442
r30c90/30.90.103.cnf, 0.107298
r30c90/30.90.283.cnf, 0
r30c90/30.90.13.cnf, 0.118272
r30c90/30.90.291.cnf, 0.120466
r30c90/30.90.142.cnf, 0.150096
r30c90/30.90.35.cnf, 0
r30c90/30.90.153.cnf, 0.122195
r30c90/30.90.201.cnf, 0.0812346
r30c90/30.90.247.cnf, 0.121783
r30c90/30.90.94.cnf, 0
r30c90/30.90.43.cnf, 0.133086
r30c90/30.90.175.cnf, 0.0923457
r30c90/30.90.279.cnf, 0.120878
r30c90/30.90.288.cnf, 0.154623
r30c90/30.90.86.cnf, 0.122222
r30c90/30.90.73.cnf, 0.129383
r30c90/30.90.184.cnf, 0.127874
r30c90/30.90.51.cnf, 0.126886
r30c90/30.90.191.cnf, 0
r30c90/30.90.96.cnf, 0.115199
r30c90/30.90.9.cnf, 0.112071
r30c90/30.90.273.cnf, 0
r30c90/30.90.193.cnf, 0.1
r30c90/30.90.219.cnf, 0.106063
r30c90/30.90.64.cnf, 0.101235
r30c90/30.90.53.cnf, 0.136598
r30c90/30.90.49.cnf, 0
r30c90/30.90.281.cnf, 0.136598
r30c90/30.90.168.cnf, 0.107407
r30c90/30.90.293.cnf, 0.128944
r30c90/30.90.1.cnf, 0.110424
r30c90/30.90.280.cnf, 0.113827
r30c90/30.90.120.cnf, 0.122222
r30c90/30.90.159.cnf, 0.144335
r30c90/30.90.55.cnf, 0.113471
r30c90/30.90.277.cnf, 0.107791
r30c90/30.90.242.cnf, 0.128944
r30c90/30.90.78.cnf, 0.118272
r30c90/30.90.272.cnf, 0.0872154
r30c90/30.90.252.cnf, 0.153882
r30c90/30.90.171.cnf, 0.122195
r30c90/30.90.80.cnf, 0.0920713
r30c90/30.90.133.cnf, 0.114376
r30c90/30.90.67.cnf, 0.116845
r30c90/30.90.216.cnf, 0.128285
r30c90/30.90.292.cnf, 0.0908368
r30c90/30.90.125.cnf, 0.125321
r30c90/30.90.197.cnf, 0
r30c90/30.90.3.cnf, 0
r30c90/30.90.83.cnf, 0.121235
r30c90/30.90.207.cnf, 0
r30c90/30.90.128.cnf, 0.121975
r30c90/30.90.124.cnf, 0.130014
r30c90/30.90.271.cnf, 0.127407
r30c90/30.90.183.cnf, 0.1631
r30c90/30.90.20.cnf, 0.162716
r30c90/30.90.160.cnf, 0.102771
r30c90/30.90.16.cnf, 0.0628532
r30c90/30.90.85.cnf, 0.136066
r30c90/30.90.282.cnf, 0.12417
r30c90/30.90.34.cnf, 0.139067
r30c90/30.90.126.cnf, 0
r30c90/30.90.145.cnf, 0.114294
r30c90/30.90.62.cnf, 0.140106
r30c90/30.90.199.cnf, 0
r30c90/30.90.26.cnf, 0.128285
r30c90/30.90.244.cnf, 0
r30c90/30.90.224.cnf, 0.0993141
r30c90/30.90.186.cnf, 0.129383
r30c90/30.90.177.cnf, 0.154863
r30c90/30.90.290.cnf, 0.179259
